sensor_id,timestamp,fill_level_percent,temperature_c,battery_v,fill_threshold,last_emptied,overflow,overflow_count,last_overflow
R718X-005,2025-10-25T09:12:26.739942+00:00,55,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:28.843666+00:00,55,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:30.928399+00:00,56,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:33.016307+00:00,56,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:35.106028+00:00,56,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:37.197417+00:00,56,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:39.285811+00:00,56,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:41.379734+00:00,57,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:43.470462+00:00,57,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:45.562903+00:00,57,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:47.652467+00:00,57,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:49.741686+00:00,58,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:51.837002+00:00,58,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:53.921946+00:00,58,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:56.013639+00:00,58,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:12:58.099303+00:00,58,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:00.184917+00:00,59,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:02.275896+00:00,59,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:04.369522+00:00,59,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:06.457345+00:00,59,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:08.561089+00:00,60,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:10.652570+00:00,60,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:12.736284+00:00,60,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:14.826071+00:00,60,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:16.916479+00:00,60,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:19.013682+00:00,61,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:21.105797+00:00,61,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:23.199545+00:00,61,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:25.296104+00:00,61,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:27.388148+00:00,61,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:29.476933+00:00,62,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:31.563513+00:00,62,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:33.649600+00:00,62,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:35.754352+00:00,62,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:37.840485+00:00,63,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:39.932563+00:00,63,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:42.018478+00:00,63,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:44.106347+00:00,63,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:46.193752+00:00,63,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:48.277342+00:00,64,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:50.365743+00:00,64,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:52.452480+00:00,64,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:54.560084+00:00,64,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:56.651316+00:00,65,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:13:58.735264+00:00,65,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:00.827828+00:00,65,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:02.914164+00:00,65,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:05.003482+00:00,65,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:07.089096+00:00,66,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:09.181324+00:00,66,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:11.272546+00:00,66,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:13.362891+00:00,66,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:15.446390+00:00,66,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:17.536463+00:00,67,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:19.623082+00:00,67,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:21.710106+00:00,67,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:23.796618+00:00,67,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:25.888149+00:00,68,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:27.974929+00:00,68,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:30.062472+00:00,68,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:32.151517+00:00,68,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:34.244106+00:00,68,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:36.335795+00:00,69,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:38.432276+00:00,69,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:40.535341+00:00,69,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:42.623978+00:00,69,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:44.725506+00:00,70,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:46.815531+00:00,70,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:48.906061+00:00,70,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:51.000827+00:00,70,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:53.090886+00:00,70,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:55.177588+00:00,71,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:57.262571+00:00,71,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:14:59.360668+00:00,71,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:01.447815+00:00,71,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:03.540963+00:00,71,16.6,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:05.639408+00:00,72,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:07.727305+00:00,72,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:09.815843+00:00,72,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:11.904629+00:00,72,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:13.993272+00:00,73,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:16.082841+00:00,73,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:18.170921+00:00,73,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:20.256412+00:00,73,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:22.349851+00:00,73,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:24.445678+00:00,74,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:26.539238+00:00,74,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:28.632001+00:00,74,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:30.717924+00:00,74,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:32.807322+00:00,75,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:34.893714+00:00,75,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:36.980838+00:00,75,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:39.067381+00:00,75,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:41.151879+00:00,75,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:43.239525+00:00,76,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:45.327879+00:00,76,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:47.420489+00:00,76,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:49.514779+00:00,76,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:51.602980+00:00,77,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:53.688727+00:00,77,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:55.780169+00:00,77,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:57.869200+00:00,77,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:15:59.964730+00:00,77,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:02.058500+00:00,78,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:04.151148+00:00,78,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:06.249288+00:00,78,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:08.339426+00:00,78,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:10.426157+00:00,78,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:12.516592+00:00,79,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:14.606041+00:00,79,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:16.698673+00:00,79,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:18.785842+00:00,79,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:20.870991+00:00,80,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:22.958118+00:00,80,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:25.043470+00:00,80,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:27.133772+00:00,80,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:29.220734+00:00,80,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:31.309470+00:00,81,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:33.398835+00:00,81,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:35.510263+00:00,81,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:37.595673+00:00,81,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:39.687418+00:00,82,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:41.772399+00:00,82,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:43.856460+00:00,82,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:45.947606+00:00,82,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:48.039124+00:00,82,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:50.123916+00:00,83,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:52.213711+00:00,83,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:54.304027+00:00,83,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:56.393119+00:00,83,16.1,3.6,85,,False,0,
R718X-005,2025-10-25T09:16:58.494400+00:00,84,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:17:00.584462+00:00,84,16.1,3.6,85,,False,0,
R718X-005,2025-10-25T09:17:02.692692+00:00,84,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:17:04.782869+00:00,84,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:17:06.872437+00:00,84,16.3,3.6,85,,False,0,
R718X-005,2025-10-25T09:17:08.957990+00:00,85,16.2,3.6,85,,False,0,
R718X-005,2025-10-25T09:17:11.041991+00:00,85,16.5,3.6,85,,False,0,
R718X-005,2025-10-25T09:17:13.125870+00:00,85,16.4,3.6,85,,False,0,
R718X-005,2025-10-25T09:17:15.216875+00:00,1,16.4,3.6,85,2025-10-25T09:17:15.216892+00:00,False,0,
R718X-005,2025-10-25T09:17:17.310351+00:00,1,16.4,3.6,85,2025-10-25T09:17:15.216892+00:00,False,0,
R718X-005,2025-10-25T09:17:19.403782+00:00,1,16.4,3.6,85,2025-10-25T09:17:15.216892+00:00,False,0,
