sensor_id,timestamp,fill_level_percent,temperature_c,battery_v,fill_threshold,last_emptied,overflow,overflow_count,last_overflow
R718X-022,2025-10-25T09:12:26.817154+00:00,74,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:28.901770+00:00,74,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:30.990332+00:00,75,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:33.077312+00:00,75,16.5,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:35.169397+00:00,75,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:37.260086+00:00,75,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:39.352291+00:00,75,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:41.444752+00:00,76,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:43.536601+00:00,76,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:45.624945+00:00,76,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:47.716329+00:00,76,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:49.807125+00:00,77,16.5,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:51.896372+00:00,77,16.5,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:53.982744+00:00,77,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:56.075350+00:00,77,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:12:58.159563+00:00,77,16.5,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:00.249629+00:00,78,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:02.337603+00:00,78,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:04.432319+00:00,78,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:06.519269+00:00,78,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:08.626466+00:00,78,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:10.711636+00:00,79,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:12.800363+00:00,79,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:14.889622+00:00,79,16.5,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:16.985462+00:00,79,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:19.077399+00:00,80,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:21.171993+00:00,80,16.5,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:23.266967+00:00,80,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:25.357068+00:00,80,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:27.449616+00:00,80,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:29.536502+00:00,81,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:31.621994+00:00,81,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:33.714946+00:00,81,16.2,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:35.816434+00:00,81,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:37.901315+00:00,81,16.5,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:39.991739+00:00,82,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:42.077314+00:00,82,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:44.164067+00:00,82,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:46.251923+00:00,82,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:48.336038+00:00,83,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:50.423191+00:00,83,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:52.510609+00:00,83,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:54.622323+00:00,83,16.5,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:56.710868+00:00,83,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:13:58.796405+00:00,84,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:14:00.888835+00:00,84,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:14:02.973618+00:00,84,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:14:05.062866+00:00,84,16.3,3.6,85,,False,0,
R718X-022,2025-10-25T09:14:07.154267+00:00,85,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:14:09.247374+00:00,85,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:14:11.333481+00:00,85,16.6,3.6,85,,False,0,
R718X-022,2025-10-25T09:14:13.422083+00:00,85,16.5,3.6,85,,False,0,
R718X-022,2025-10-25T09:14:15.510438+00:00,85,16.4,3.6,85,,False,0,
R718X-022,2025-10-25T09:14:17.597906+00:00,1,16.2,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:19.684149+00:00,1,16.6,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:21.771150+00:00,1,16.2,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:23.859584+00:00,2,16.4,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:25.949202+00:00,2,16.4,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:28.037299+00:00,2,16.3,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:30.125209+00:00,2,16.3,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:32.217597+00:00,3,16.2,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:34.309943+00:00,3,16.3,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:36.400771+00:00,3,16.3,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:38.507393+00:00,3,16.3,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:40.597931+00:00,3,16.2,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:42.693724+00:00,4,16.5,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:44.791584+00:00,4,16.4,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:46.878055+00:00,4,16.2,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
R718X-022,2025-10-25T09:14:48.974098+00:00,4,16.3,3.6,85,2025-10-25T09:14:17.597922+00:00,False,0,
